"status","gene-symbol","gene-name","ensembl-id","chromosome","genetic-category","gene-score","syndromic","number-of-reports","gene_biotype","ID"
9,"CMIP","c-Maf inducing protein","ENSG00000153815","16","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000153815"
9,"CMPK2","cytidine/uridine monophosphate kinase 2","ENSG00000134326","2","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000134326"
9,"CNGB3","cyclic nucleotide gated channel beta 3","ENSG00000170289","8","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000170289"
9,"CNKSR2","connector enhancer of kinase suppressor of Ras 2","ENSG00000149970","X","Rare Single Gene Mutation, Syndromic",2,1,5,"protein_coding","ENSG00000149970"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000277600"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000277114"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000088038"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000274616"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000273943"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000274176"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000274941"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000276082"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000275979"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000277615"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000272883"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000273202"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000273159"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000273459"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000273223"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000262369"
9,"CNOT3","CCR4-NOT transcription complex subunit 3","ENSG00000088038","19","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000273273"
9,"CNR1","cannabinoid receptor 1 (brain)","ENSG00000118432","6","Rare Single Gene Mutation, Genetic Association",2,0,7,"protein_coding","ENSG00000118432"
9,"CNTN3","contactin 3","ENSG00000113805","3","Rare Single Gene Mutation",3,0,5,"protein_coding","ENSG00000113805"
9,"CNTN4","contactin 4","ENSG00000144619","3","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,21,"protein_coding","ENSG00000144619"
9,"CNTN5","Contactin 5","ENSG00000149972","11","Rare Single Gene Mutation, Genetic Association",2,0,9,"protein_coding","ENSG00000149972"
9,"CNTN6","Contactin 6","ENSG00000134115","3","Rare Single Gene Mutation, Genetic Association",2,0,13,"protein_coding","ENSG00000134115"
9,"CNTNAP2","contactin associated protein-like 2","ENSG00000174469","7","Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,67,"protein_coding","ENSG00000278728"
9,"CNTNAP2","contactin associated protein-like 2","ENSG00000174469","7","Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,67,"protein_coding","ENSG00000174469"
9,"CNTNAP3","contactin associated protein-like 3","ENSG00000106714","9","Rare Single Gene Mutation, Functional",2,0,5,"protein_coding","ENSG00000106714"
9,"CNTNAP4","Contactin associated protein-like 4","ENSG00000152910","16","Rare Single Gene Mutation, Functional",2,0,11,"protein_coding","ENSG00000152910"
9,"CNTNAP5","contactin associated protein-like 5","ENSG00000155052","2","Rare Single Gene Mutation, Genetic Association",3,0,12,"protein_coding","ENSG00000155052"
9,"COL28A1","collagen type XXVIII alpha 1 chain","ENSG00000215018","7","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000215018"
9,"CPT2","carnitine palmitoyltransferase 2","ENSG00000157184","1","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000157184"
9,"CPZ","carboxypeptidase Z","ENSG00000109625","4","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000109625"
9,"CREBBP","CREB binding protein","ENSG00000005339","16","Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,28,"protein_coding","ENSG00000005339"
9,"CSDE1","cold shock domain containing E1","ENSG00000009307","1","Rare Single Gene Mutation, Syndromic",2,1,2,"protein_coding","ENSG00000009307"
9,"CSMD1","CUB and Sushi multiple domains 1","ENSG00000183117","8","Rare Single Gene Mutation, Genetic Association",3,0,13,"protein_coding","ENSG00000183117"
9,"CSNK1E","casein kinase 1 epsilon","ENSG00000213923","22","Rare Single Gene Mutation, Functional",3,0,5,"protein_coding","ENSG00000213923"
9,"CTCF","CCCTC-binding factor","ENSG00000102974","16","Rare Single Gene Mutation, Syndromic, Functional",1,0,14,"protein_coding","ENSG00000102974"
9,"CTNNA2","catenin alpha 2","ENSG00000066032","2","Syndromic",NA,1,1,"protein_coding","ENSG00000066032"
9,"CTNNA3","catenin (cadherin-associated protein), alpha 3","ENSG00000183230","10","Rare Single Gene Mutation, Genetic Association",3,0,15,"protein_coding","ENSG00000183230"
9,"CTNNB1","catenin beta 1","ENSG00000168036","3","Rare Single Gene Mutation, Syndromic",1,0,21,"protein_coding","ENSG00000168036"
9,"CTNND2","Catenin (cadherin-associated protein), delta 2","ENSG00000169862","5","Rare Single Gene Mutation",2,0,5,"protein_coding","ENSG00000169862"
9,"CTTNBP2","cortactin binding protein 2","ENSG00000077063","7","Rare Single Gene Mutation, Syndromic",2,0,8,"protein_coding","ENSG00000077063"
9,"CUL3","Cullin 3","ENSG00000036257","2","Rare Single Gene Mutation, Genetic Association",1,0,21,"protein_coding","ENSG00000036257"
9,"CUL7","Cullin 7","ENSG00000044090","6","Rare Single Gene Mutation",2,0,6,"protein_coding","ENSG00000044090"
9,"CUX1","cut like homeobox 1","ENSG00000257923","7","Rare Single Gene Mutation, Functional",2,0,6,"protein_coding","ENSG00000257923"
9,"CUX1","cut like homeobox 1","ENSG00000257923","7","Rare Single Gene Mutation, Functional",2,0,6,"protein_coding","ENSG00000259938"
9,"CUX2","cut like homeobox 2","ENSG00000111249","12","Rare Single Gene Mutation, Syndromic",3,1,8,"protein_coding","ENSG00000111249"
9,"CX3CR1","Chemokine (C-X3-C motif) receptor 1","ENSG00000168329","3","Rare Single Gene Mutation, Functional",3,0,3,"protein_coding","ENSG00000168329"
9,"CYFIP1","cytoplasmic FMR1 interacting protein 1","ENSG00000273749","15","Rare Single Gene Mutation, Genetic Association, Functional",2,0,16,"protein_coding","ENSG00000273749"
9,"CYFIP1","cytoplasmic FMR1 interacting protein 1","ENSG00000273749","15","Rare Single Gene Mutation, Genetic Association, Functional",2,0,16,"protein_coding","ENSG00000280618"
9,"CYFIP1","cytoplasmic FMR1 interacting protein 1","ENSG00000273749","15","Rare Single Gene Mutation, Genetic Association, Functional",2,0,16,"protein_coding","ENSG00000068793"
9,"CYLC2","cylicin, basic protein of sperm head cytoskeleton 2","ENSG00000155833","9","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000155833"
9,"CYP27A1","cytochrome P450 family 27 subfamily A member 1","ENSG00000135929","2","Rare Single Gene Mutation, Syndromic",NA,1,3,"protein_coding","ENSG00000135929"
9,"DAGLA","diacylglycerol lipase alpha","ENSG00000134780","11","Rare Single Gene Mutation, Functional",3,0,5,"protein_coding","ENSG00000134780"
9,"DAPP1","Dual adaptor of phosphotyrosine and 3-phosphoinositides","ENSG00000070190","4","Rare Single Gene Mutation",2,0,1,"protein_coding","ENSG00000070190"
9,"DDX3X","DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked","ENSG00000215301","X","Rare Single Gene Mutation, Syndromic",1,0,19,"protein_coding","ENSG00000215301"
9,"DDX53","DEAD (Asp-Glu-Ala-Asp) box polypeptide 53","ENSG00000184735","X","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000184735"
9,"DEAF1","DEAF1 transcription factor","ENSG00000177030","11","Rare Single Gene Mutation, Syndromic",2,1,17,"protein_coding","ENSG00000177030"
9,"DEAF1","DEAF1 transcription factor","ENSG00000177030","11","Rare Single Gene Mutation, Syndromic",2,1,17,"protein_coding","ENSG00000282712"
9,"CADM2","Cell adhesion molecule 2","ENSG00000175161","3","Rare Single Gene Mutation, Genetic Association",3,0,4,"protein_coding","ENSG00000175161"
9,"CAMK4","Calcium/calmodulin-dependent protein kinase IV","ENSG00000152495","5","Genetic Association",3,0,1,"protein_coding","ENSG00000152495"
9,"CD99L2","CD99 molecule like 2","ENSG00000102181","X","Genetic Association",3,0,1,"protein_coding","ENSG00000102181"
9,"CD99L2","CD99 molecule like 2","ENSG00000102181","X","Genetic Association",3,0,1,"protein_coding","ENSG00000269478"
9,"CDH22","cadherin-like 22","ENSG00000149654","20","Genetic Association",3,0,4,"protein_coding","ENSG00000149654"
9,"CPEB4","cytoplasmic polyadenylation element binding protein 4","ENSG00000113742","5","Functional",2,0,1,"protein_coding","ENSG00000113742"
9,"CYP11B1","cytochrome P450, family 11, subfamily B, polypeptide 1","ENSG00000160882","8","Syndromic",3,0,4,"protein_coding","ENSG00000160882"
9,"DDC","dopa decarboxylase","ENSG00000132437","7","Genetic Association",3,0,2,"protein_coding","ENSG00000132437"
9,"DENR","density-regulated protein","ENSG00000139726","12","Rare Single Gene Mutation",2,0,3,"protein_coding","ENSG00000139726"
9,"DEPDC5","DEP domain containing 5","ENSG00000100150","22","Rare Single Gene Mutation, Syndromic",NA,1,13,"protein_coding","ENSG00000100150"
9,"DHCR7","7-dehydrocholesterol reductase","ENSG00000172893","11","Rare Single Gene Mutation, Syndromic",1,0,17,"protein_coding","ENSG00000172893"
9,"DHX30","DExH-box helicase 30","ENSG00000132153","3","Rare Single Gene Mutation, Syndromic",NA,1,2,"protein_coding","ENSG00000132153"
9,"DIP2A","DIP2 disco-interacting protein 2 homolog A (Drosophila)","ENSG00000160305","21","Rare Single Gene Mutation, Functional",2,0,6,"protein_coding","ENSG00000160305"
9,"DIP2C","disco interacting protein 2 homolog C","ENSG00000151240","10","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000151240"
9,"DISC1","disrupted in schizophrenia 1","ENSG00000162946","1","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,34,"protein_coding","ENSG00000162946"
9,"DIPK2A","divergent protein kinase domain 2A","ENSG00000181744","3","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000181744"
9,"DIXDC1","DIX domain containing 1","ENSG00000150764","11","Rare Single Gene Mutation, Functional",3,0,4,"protein_coding","ENSG00000150764"
9,"DIXDC1","DIX domain containing 1","ENSG00000150764","11","Rare Single Gene Mutation, Functional",3,0,4,"protein_coding","ENSG00000262277"
9,"DLG1","discs large MAGUK scaffold protein 1","ENSG00000075711","3","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000075711"
9,"DLG2","discs large MAGUK scaffold protein 2","ENSG00000150672","11","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000150672"
9,"DLG4","discs large MAGUK scaffold protein 4","ENSG00000132535","17","Rare Single Gene Mutation, Syndromic, Functional",1,0,11,"protein_coding","ENSG00000132535"
9,"DLGAP1","DLG associated protein 1","ENSG00000170579","18","Rare Single Gene Mutation, Functional",2,0,8,"protein_coding","ENSG00000170579"
9,"DLGAP2","discs, large (Drosophila) homolog-associated protein 2","ENSG00000198010","8","Rare Single Gene Mutation",3,0,12,"protein_coding","ENSG00000198010"
9,"DLGAP2","discs, large (Drosophila) homolog-associated protein 2","ENSG00000198010","8","Rare Single Gene Mutation",3,0,12,"protein_coding","ENSG00000282152"
9,"DLGAP2","discs, large (Drosophila) homolog-associated protein 2","ENSG00000198010","8","Rare Single Gene Mutation",3,0,12,"protein_coding","ENSG00000274161"
9,"DLGAP2","discs, large (Drosophila) homolog-associated protein 2","ENSG00000198010","8","Rare Single Gene Mutation",3,0,12,"protein_coding","ENSG00000282318"
9,"DLGAP3","DLG associated protein 3","ENSG00000116544","1","Rare Single Gene Mutation, Genetic Association, Functional",3,0,10,"protein_coding","ENSG00000116544"
9,"DLL1","delta like canonical Notch ligand 1","ENSG00000198719","6","Rare Single Gene Mutation, Syndromic",3,1,2,"protein_coding","ENSG00000275555"
9,"DLL1","delta like canonical Notch ligand 1","ENSG00000198719","6","Rare Single Gene Mutation, Syndromic",3,1,2,"protein_coding","ENSG00000198719"
9,"DLX3","distal-less homeobox 3","ENSG00000064195","17","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000064195"
9,"DLX6","distal-less homeobox 6","ENSG00000006377","7","Rare Single Gene Mutation",3,0,9,"protein_coding","ENSG00000006377"
9,"DMD","dystrophin (muscular dystrophy, Duchenne and Becker types)","ENSG00000198947","X","Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,37,"protein_coding","ENSG00000198947"
9,"DMPK","dystrophia myotonica-protein kinase","ENSG00000104936","19","Rare Single Gene Mutation, Syndromic",1,0,8,"protein_coding","ENSG00000104936"
9,"DMWD","DM1 locus, WD repeat containing","ENSG00000185800","19","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000185800"
9,"DMXL2","Dmx-like 2","ENSG00000104093","15","Rare Single Gene Mutation",3,0,6,"protein_coding","ENSG00000104093"
9,"DNAH10","Dynein, axonemal, heavy chain 10","ENSG00000197653","12","Rare Single Gene Mutation",3,0,6,"protein_coding","ENSG00000281935"
9,"DNAH10","Dynein, axonemal, heavy chain 10","ENSG00000197653","12","Rare Single Gene Mutation",3,0,6,"protein_coding","ENSG00000197653"
9,"DNAH17","dynein axonemal heavy chain 17","ENSG00000187775","17","Rare Single Gene Mutation",3,0,6,"protein_coding","ENSG00000187775"
9,"DNAH3","dynein axonemal heavy chain 3","ENSG00000158486","16","Rare Single Gene Mutation",3,0,5,"protein_coding","ENSG00000158486"
9,"DNER","Delta/notch-like EGF repeat containing","ENSG00000187957","2","Rare Single Gene Mutation, Genetic Association",3,0,3,"protein_coding","ENSG00000187957"
9,"DNMT3A","DNA (cytosine-5-)-methyltransferase 3 alpha","ENSG00000119772","2","Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,14,"protein_coding","ENSG00000119772"
9,"DOCK1","Dedicator of cytokinesis 1","ENSG00000150760","10","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000150760"
9,"DOCK4","Dedicator of cytokinesis 4","ENSG00000128512","7","Rare Single Gene Mutation, Genetic Association, Functional",3,0,9,"protein_coding","ENSG00000128512"
9,"DOCK8","dedicator of cytokinesis 8","ENSG00000107099","9","Rare Single Gene Mutation",2,0,10,"protein_coding","ENSG00000107099"
9,"DOLK","dolichol kinase","ENSG00000175283","9","Syndromic",NA,1,2,"protein_coding","ENSG00000175283"
9,"DPP10","Dipeptidyl-peptidase 10","ENSG00000175497","2","Rare Single Gene Mutation",2,0,11,"protein_coding","ENSG00000175497"
9,"DPP3","dipeptidyl peptidase 3","ENSG00000254986","11","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000254986"
9,"DPP4","Dipeptidyl-peptidase 4","ENSG00000197635","2","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000197635"
9,"DPP6","dipeptidyl-peptidase 6","ENSG00000130226","7","Rare Single Gene Mutation, Genetic Association, Functional",3,0,25,"protein_coding","ENSG00000130226"
9,"DPYD","dihydropyrimidine dehydrogenase","ENSG00000188641","1","Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,13,"protein_coding","ENSG00000188641"
9,"DPYSL2","dihydropyrimidinase like 2","ENSG00000092964","8","Rare Single Gene Mutation, Genetic Association",2,0,12,"protein_coding","ENSG00000092964"
9,"DPYSL3","dihydropyrimidinase like 3","ENSG00000113657","5","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000113657"
9,"DRD2","Dopamine receptor D2","ENSG00000149295","11","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000149295"
9,"DRD3","dopamine receptor D3","ENSG00000151577","3","Rare Single Gene Mutation, Genetic Association",3,0,8,"protein_coding","ENSG00000151577"
9,"DSCAM","Down syndrome cell adhesion molecule","ENSG00000171587","21","Rare Single Gene Mutation, Genetic Association",1,0,8,"protein_coding","ENSG00000171587"
9,"DST","Dystonin","ENSG00000151914","6","Rare Single Gene Mutation",3,0,7,"protein_coding","ENSG00000151914"
9,"DUSP15","dual specificity phosphatase 15","ENSG00000149599","20","Rare Single Gene Mutation, Genetic Association",3,0,4,"protein_coding","ENSG00000149599"
9,"DVL3","Dishevelled segment polarity protein 3","ENSG00000161202","3","Rare Single Gene Mutation, Functional",3,0,3,"protein_coding","ENSG00000161202"
9,"DYDC1","DPY30 domain containing 1","ENSG00000170788","10","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000170788"
9,"DYDC2","DPY30 domain containing 2","ENSG00000133665","10",NA,3,0,1,"protein_coding","ENSG00000133665"
9,"DYNC1H1","dynein cytoplasmic 1 heavy chain 1","ENSG00000197102","14","Rare Single Gene Mutation, Syndromic",2,0,14,"protein_coding","ENSG00000197102"
9,"DYRK1A","Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A","ENSG00000157540","21","Rare Single Gene Mutation, Syndromic, Functional",1,0,42,"protein_coding","ENSG00000157540"
9,"EBF3","early B-cell factor 3","ENSG00000108001","10","Rare Single Gene Mutation, Syndromic",1,0,7,"protein_coding","ENSG00000108001"
9,"EEF1A2","Eukaryotic translation elongation factor 1 alpha 2","ENSG00000101210","20","Rare Single Gene Mutation, Syndromic",NA,1,8,"protein_coding","ENSG00000101210"
9,"EFR3A","EFR3 homolog A (S. cerevisiae)","ENSG00000132294","8","Rare Single Gene Mutation",2,0,5,"protein_coding","ENSG00000132294"
9,"EGR3","early growth response 3","ENSG00000179388","8","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000179388"
9,"EHMT1","Euchromatic histone-lysine N-methyltransferase 1","ENSG00000181090","9","Rare Single Gene Mutation, Syndromic",1,0,23,"protein_coding","ENSG00000181090"
9,"BRWD3","bromodomain and WD repeat domain containing 3","ENSG00000165288","X","Syndromic",NA,1,3,"protein_coding","ENSG00000165288"
9,"CLCN4","chloride voltage-gated channel 4","ENSG00000073464","X","Rare Single Gene Mutation, Syndromic",3,1,4,"protein_coding","ENSG00000073464"
9,"DLX2","distal-less homeobox 2","ENSG00000115844","2","Genetic Association",3,0,11,"protein_coding","ENSG00000115844"
9,"DRD1","Dopamine receptor D1","ENSG00000184845","5","Genetic Association, Functional",3,0,4,"protein_coding","ENSG00000184845"
9,"EIF3G","eukaryotic translation initiation factor 3 subunit G","ENSG00000130811","19","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000130811"
9,"EIF4E","eukaryotic translation initiation factor 4E","ENSG00000151247","4","Rare Single Gene Mutation, Genetic Association",3,0,12,"protein_coding","ENSG00000151247"
9,"ELAVL2","ELAV like neuron-specific RNA binding protein 2","ENSG00000107105","9","Rare Single Gene Mutation, Genetic Association, Functional",3,0,5,"protein_coding","ENSG00000107105"
9,"ELAVL3","ELAV like neuron-specific RNA binding protein 3","ENSG00000196361","19","Rare Single Gene Mutation",2,0,3,"protein_coding","ENSG00000196361"
9,"ELOVL2","ELOVL fatty acid elongase 2","ENSG00000197977","6","Genetic Association",3,0,1,"protein_coding","ENSG00000197977"
9,"ELP4","Elongator acetyltransferase complex subunit 4","ENSG00000109911","11","Rare Single Gene Mutation, Genetic Association",2,0,7,"protein_coding","ENSG00000109911"
9,"EN2","engrailed homolog 2","ENSG00000164778","7","Rare Single Gene Mutation, Genetic Association, Functional",3,0,23,"protein_coding","ENSG00000164778"
9,"EP300","E1A binding protein p300","ENSG00000100393","22","Rare Single Gene Mutation, Syndromic",1,0,17,"protein_coding","ENSG00000100393"
9,"EP400","E1A binding protein p400","ENSG00000183495","12","Rare Single Gene Mutation",2,0,6,"protein_coding","ENSG00000183495"
9,"EPC2","Enhancer of polycomb homolog 2 (Drosophila)","ENSG00000135999","2","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000135999"
9,"EMSY","EMSY, BRCA2 interacting transcriptional repressor","ENSG00000158636","11","Rare Single Gene Mutation, Functional",2,0,4,"protein_coding","ENSG00000158636"
9,"EPHB2","EPH receptor B2","ENSG00000133216","1","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000133216"
9,"EPPK1","epiplakin 1","ENSG00000261150","8","Rare Single Gene Mutation",3,0,5,"protein_coding","ENSG00000261150"
9,"EPPK1","epiplakin 1","ENSG00000261150","8","Rare Single Gene Mutation",3,0,5,"protein_coding","ENSG00000227184"
9,"ERG","ERG, ETS transcription factor","ENSG00000157554","21","Genetic Association",3,0,1,"protein_coding","ENSG00000157554"
9,"ERMN","ermin","ENSG00000136541","2","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000136541"
9,"ESR2","estrogen receptor 2 (ER beta)","ENSG00000140009","14","Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,9,"protein_coding","ENSG00000140009"
9,"ESRRB","estrogen-related receptor beta","ENSG00000119715","14","Rare Single Gene Mutation, Genetic Association",3,0,7,"protein_coding","ENSG00000119715"
9,"ETFB","Electron-transfer-flavoprotein, beta polypeptide","ENSG00000105379","19","Rare Single Gene Mutation",2,0,4,"protein_coding","ENSG00000105379"
9,"EXOC3","exocyst complex component 3","ENSG00000180104","5","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000180104"
9,"EXOC5","exocyst complex component 5","ENSG00000070367","14","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000070367"
9,"EXOC6","exocyst complex component 6","ENSG00000138190","10","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000138190"
9,"EXOC6B","exocyst complex component 6B","ENSG00000144036","2","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000144036"
9,"EXT1","Exostosin 1","ENSG00000182197","8","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000182197"
9,"FABP5","fatty acid binding protein 5 (psoriasis-associated)","ENSG00000164687","8","Rare Single Gene Mutation, Functional",3,0,7,"protein_coding","ENSG00000164687"
9,"FAM47A","family with sequence similarity 47 member A","ENSG00000185448","X","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000185448"
9,"FAM92B","Family with sequence similarity 92, member B","ENSG00000153789","16","Rare Single Gene Mutation",2,0,3,"protein_coding","ENSG00000153789"
9,"FAM98C","family with sequence similarity 98 member C","ENSG00000130244","19","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000130244"
9,"FAN1","FANCD2/FANCI-associated nuclease 1","ENSG00000198690","15","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000198690"
9,"FAN1","FANCD2/FANCI-associated nuclease 1","ENSG00000198690","15","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000276787"
9,"FAT1","FAT atypical cadherin 1","ENSG00000083857","4","Rare Single Gene Mutation",3,0,5,"protein_coding","ENSG00000083857"
9,"FBN1","Fibrillin 1","ENSG00000166147","15","Rare Single Gene Mutation",2,0,10,"protein_coding","ENSG00000166147"
9,"ERBIN","erbb2 interacting protein","ENSG00000112851","5","Rare Single Gene Mutation",2,0,6,"protein_coding","ENSG00000112851"
9,"FBXO11","F-box protein 11","ENSG00000138081","2","Rare Single Gene Mutation, Syndromic",3,1,5,"protein_coding","ENSG00000138081"
9,"FBXO40","F-box protein 40","ENSG00000163833","3","Rare Single Gene Mutation, Genetic Association",3,0,4,"protein_coding","ENSG00000163833"
9,"FCRL6","Fc receptor like 6","ENSG00000181036","1","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000181036"
9,"FEZF2","FEZ family zinc finger 2","ENSG00000153266","3","Rare Single Gene Mutation, Genetic Association",3,0,9,"protein_coding","ENSG00000153266"
9,"FGA","Fibrinogen alpha chain","ENSG00000171560","4","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000171560"
9,"FHIT","fragile histidine triad gene","ENSG00000189283","3","Rare Single Gene Mutation, Genetic Association",3,0,12,"protein_coding","ENSG00000189283"
9,"FHIT","fragile histidine triad gene","ENSG00000189283","3","Rare Single Gene Mutation, Genetic Association",3,0,12,"protein_coding","ENSG00000262683"
9,"FMR1","fragile X mental retardation 1","ENSG00000102081","X","Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,42,"protein_coding","ENSG00000102081"
9,"FMR1","fragile X mental retardation 1","ENSG00000102081","X","Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,42,"protein_coding","ENSG00000268103"
9,"FOXG1","Forkhead box G1","ENSG00000176165","14","Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,26,"protein_coding","ENSG00000176165"
9,"FOXP1","forkhead box P1","ENSG00000114861","3","Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,49,"protein_coding","ENSG00000114861"
9,"FOXP2","forkhead box P2","ENSG00000128573","7","Rare Single Gene Mutation, Genetic Association",2,0,42,"protein_coding","ENSG00000128573"
9,"FRK","fyn-related kinase","ENSG00000111816","6","Rare Single Gene Mutation, Genetic Association",3,0,3,"protein_coding","ENSG00000111816"
9,"FRMPD4","FERM and PDZ domain containing 4","ENSG00000169933","X","Rare Single Gene Mutation, Syndromic",NA,1,6,"protein_coding","ENSG00000169933"
9,"GABBR2","gamma-aminobutyric acid type B receptor subunit 2","ENSG00000136928","9","Rare Single Gene Mutation, Syndromic, Functional",3,1,10,"protein_coding","ENSG00000136928"
9,"GABRA3","Gamma-aminobutyric acid (GABA) A receptor, alpha 3","ENSG00000011677","X","Rare Single Gene Mutation",NA,1,3,"protein_coding","ENSG00000011677"
9,"GABRA4","gamma-aminobutyric acid (GABA) A receptor, alpha 4","ENSG00000109158","4","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000109158"
9,"GABRB3","gamma-aminobutyric acid (GABA) A receptor, beta 3","ENSG00000166206","15","Rare Single Gene Mutation, Genetic Association",2,0,37,"protein_coding","ENSG00000166206"
9,"GABRG3","gamma-aminobutyric acid type A receptor gamma3 subunit","ENSG00000182256","15","Genetic Association",2,0,9,"protein_coding","ENSG00000182256"
9,"GALNT13","polypeptide N-acetylgalactosaminyltransferase 13","ENSG00000144278","2","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000144278"
